LINE_NO,LABEL_NO,bianma,dwell_time
K63,7,1023,0.390319376210527
K63,2,1024,0.057916029305209
K160,12,1025,0.294035853336642
116,21,1026,0.031781301213541
K93,22,1027,0.26217678464945
K110,14,1028,0.283603598830918
K151,21,1029,0.295186834531628
K64,21,1030,0.244431500666823
K169,20,1031,0.369825299433243
K110,11,1032,0.275801835971586
K64,15,1033,0.427356579377766
A303,26,1034,0.0
A303,25,1035,0.098316858135186
303,27,1036,0.118354261287737
312,21,1037,0.532449494949495
312,20,1038,0.546338383838384
312,19,1039,0.581002593544145
312,23,1040,0.520494451467903
312,25,1041,0.556748065258314
334,11,1042,0.0
334,10,1043,0.0
326,9,1044,0.007822388739811
312,15,1045,0.502907711757269
65,43,1046,0.012617360175339
326,6,1047,0.002014066246807
65,42,1048,0.036143027260146
326,13,1049,0.006581945217964
326,12,1050,0.005923750696167
334,12,1051,0.0
312,1,1052,0.0
819,12,1053,0.0
819,10,1054,0.0
818,19,1055,0.760510434234856
812,16,1056,0.761865089847533
883,37,1057,0.711086708825909
K141,31,1058,0.188910002438417
K20,16,1059,0.149827428373243
816,7,1060,0.0
811,7,1061,0.0
811,6,1062,0.0
887,20,1063,0.0
65,23,1064,0.020213786487598
K88,1,1065,0.0
65,22,1066,0.198144189290136
809,4,1067,0.017404412772372
K52,37,1068,0.0
K52,35,1069,0.005907927952507
K52,33,1070,0.002682226718743
K161,35,1071,0.367522585203528
K151,9,1072,0.0
K49,1,1073,0.103925171502371
K139,2,1074,0.003726730992749
K185,10,1075,0.0
323,21,1076,0.0
K182,20,1077,0.0
303,26,1078,0.109270638525247
K182,19,1079,0.0
K182,18,1080,0.0
K182,17,1081,0.0
K182,16,1082,0.091637723751002
325,35,1083,0.580016316193213
334,14,1084,0.0
334,13,1085,0.0
812,7,1086,0.754012489818083
819,8,1087,0.0
819,7,1088,0.0
818,8,1089,0.753507466739071
818,11,1090,0.756637447184209
881,20,1091,0.0
881,19,1092,3.0
883,45,1093,2.833333333333333
885,46,1094,0.0
885,48,1095,0.0
518,23,1096,0.797861662233452
518,24,1097,0.586367006353123
515,15,1098,0.007659623224156
323,18,1099,0.0
323,19,1100,0.0
887,19,1101,0.0
887,17,1102,0.0
888,19,1103,0.0
